Language Name,percent
HTML,3.3429571870021997%
SCSS,1.5081866825288277%
Less,1.2519102708841672%
Vue,0.8500283927287638%
Handlebars,0.8108450782115143%
Python,49.97236042012162%
Go,38.0873410724157%
Shell,7.490326147042565%
Makefile,4.449972360420121%
JavaScript,100.0%
Kotlin,75.83423374412214%
Java,24.073248522612694%
Shell,0.09251773326516237%
Vue,47.92487623423078%
TypeScript,39.67683101914311%
JavaScript,10.987341333798913%
SCSS,1.3318798400676437%
Shell,0.04364808532803881%
Dockerfile,0.03542348743151579%
Jupyter Notebook,98.60600011422795%
Python,1.3939998857720506%
Go,87.38660149378289%
TypeScript,9.935818708428469%
HTML,0.6579073861521448%
JavaScript,0.5667629958528114%
Yacc,0.5619454563797724%
Shell,0.30527645871530695%
SCSS,0.27209376530459917%
Lex,0.12832369717422146%
CSS,0.08038593892008047%
Makefile,0.07744788794100739%
Dockerfile,0.027436211348697177%
C,50.109560912155096%
Shell,36.87130576809589%
Perl,5.925040558343044%
Tcl,4.246721454939376%
Python,0.8722413690908006%
Makefile,0.7705785818021216%
JavaScript,0.24799014425777882%
M4,0.19189000780931462%
CMake,0.18192130693560138%
Roff,0.13400867706059233%
C++,0.1317335381224476%
Go,0.07515941439520321%
sed,0.05572094662544009%
CSS,0.05307160720404783%
Batchfile,0.04900529528609174%
SmPL,0.043621797667104466%
Assembly,0.03713565595748125%
Emacs Lisp,0.003292964252577942%
Kotlin,78.70678727354493%
Java,8.647527741197287%
Swift,5.195783712588155%
C,3.2309251343114265%
C++,2.7914604766185516%
Objective-C,0.6608668272158386%
JavaScript,0.25484943512993835%
Objective-C++,0.1694894439366559%
Groovy,0.12704940333774695%
Python,0.055670790012329746%
Shell,0.045425326878388024%
TypeScript,0.02786062104438801%
Lex,0.022547156017681265%
Batchfile,0.019620935583797832%
CSS,0.013854632407524605%
HTML,0.006701512398204014%
CMake,0.006301587401983612%
EJS,0.006142847941945362%
Dockerfile,0.005528809255440807%
Ruby,0.0029323731261329724%
Pascal,0.0020894542879453574%
JavaScript,77.40588583319156%
HTML,16.477010527384266%
CSS,4.665740746832433%
SCSS,1.4503584160332785%
Dockerfile,0.0010044765584541916%
Python,98.86341567137656%
NSIS,0.5914168750129537%
Shell,0.545167453610487%
TypeScript,53.15171938806953%
JavaScript,45.96376161538753%
Shell,0.47950661049215954%
Makefile,0.19442244800553254%
Prolog,0.12170742103264104%
HTML,0.08888251701260884%
JavaScript,98.68401161683138%
Shell,1.0231709820106263%
PowerShell,0.1599588027731928%
Groovy,0.12198164560306866%
Batchfile,0.010876952781734586%
JavaScript,91.14754786061953%
Rust,7.189172528954087%
HTML,0.8717105838127456%
CSS,0.27346012265649305%
TypeScript,0.2070396390454561%
Vue,0.11212826378021112%
SCSS,0.04334810509351887%
Pug,0.030413589864001146%
Elm,0.030238799117656312%
Less,0.02849089165420797%
GLSL,0.024091991204529643%
Stylus,0.013488019259609704%
Makefile,0.011419662094529166%
Sass,0.0076033974660002866%
Shell,0.005272854181402498%
CoffeeScript,0.0020683571650805376%
Kotlin,0.0018353028366207588%
Kotlin,100.0%
TypeScript,75.89701264638681%
JavaScript,16.018671280146872%
HTML,4.75129284702882%
Vue,1.5107042356903448%
CSS,1.1184332375415977%
Svelte,0.2979586715703387%
AppleScript,0.20108582933821764%
SCSS,0.06853646899770321%
Less,0.06546385021324827%
Stylus,0.03490836341227972%
Sass,0.018521063228520047%
Pug,0.01408283609541847%
Shell,0.0033286703498261834%
Dart,100.0%
Go,88.24160546080259%
Groovy,8.897252308690721%
Shell,2.5679225217842347%
Python,0.29321970872245734%
JavaScript,94.29927280731637%
HTML,2.6126911394163237%
CSS,1.860473010360188%
Handlebars,1.095283214437933%
XSLT,0.11295221802514424%
Shell,0.01932761044404492%
Java,96.35810152947411%
Kotlin,1.883763254004445%
HTML,1.3984232818578817%
CSS,0.3033477530328613%
Shell,0.056364181630699575%
JavaScript,95.14348739229466%
HTML,3.028427026593025%
Vue,1.5385119231240572%
TypeScript,0.24657603711951862%
Shell,0.0429976208687421%
JavaScript,99.69659579287448%
Shell,0.3034042071255283%
Python,98.82982914501078%
Makefile,0.32032287861658315%
Java,0.25445775387462155%
Dockerfile,0.2081791799243249%
HCL,0.13628742416954326%
HTML,0.11619865412680998%
Shell,0.05667637251871139%
JavaScript,0.0464831817933245%
C#,0.024664545441355858%
Go,0.005673217465771898%
Go,95.3533832641193%
Shell,2.4323083899863187%
Jsonnet,0.8589730111754857%
Procfile,0.6731127144950079%
Makefile,0.32467704017705284%
Python,0.19968913357690793%
Dockerfile,0.10740578854341899%
PowerShell,0.04952144754215654%
Go,97.49269063611221%
Starlark,1.2602396944554195%
Shell,1.1421704201237983%
Dockerfile,0.05537995522191492%
Assembly,0.04951929408665876%
Swift,100.0%
Go,90.6781213626584%
Less,4.1233364004203565%
JavaScript,3.2573553900251797%
Shell,1.6903486195043578%
Makefile,0.09991302731024188%
Dockerfile,0.08520190672468478%
Batchfile,0.06347576104508891%
Procfile,0.0022475323116823323%
Julia,68.35614471986716%
C,16.27486328547898%
C++,10.03531326880243%
Scheme,2.9595233341998304%
Makefile,1.043734774733914%
LLVM,0.4353936057350437%
Clojure,0.21096285502500878%
Shell,0.19060721331566566%
Objective-C,0.1556799477930564%
PHP,0.12061396234176126%
Assembly,0.0786903873723852%
Inno Setup,0.04307555350759371%
Python,0.038365107233520525%
JavaScript,0.028268708945686324%
Rich Text Format,0.017195239855803648%
DTrace,0.008968544954605412%
AppleScript,0.0012967297681507487%
JavaScript,42.82661002006234%
C++,34.54257172806853%
Python,14.447022235180595%
HTML,3.702938542599496%
Objective-C++,2.7736565521933203%
Objective-C,0.6100061783673838%
Smarty,0.5449458872204983%
Shell,0.290924741931677%
C,0.18723924165746855%
CSS,0.07408487271868991%
JavaScript,71.87086353424311%
CSS,24.122114315737942%
HTML,4.007022150018943%
TypeScript,75.39625146170286%
JavaScript,23.902237280797628%
CSS,0.6837639034204378%
Shell,0.010345991167176362%
Handlebars,0.0074013629119030885%
TypeScript,99.94738337546222%
JavaScript,0.051731995634093225%
Rust,96.43142354001147%
Shell,1.8835490212138588%
GLSL,1.0015152756163486%
Roff,0.3824023261528381%
Makefile,0.30110983700548777%
JavaScript,100.0%
C++,77.74297095863241%
C,20.974045991673954%
QMake,0.5756018165214334%
CSS,0.4708396944202808%
Batchfile,0.18643287004894055%
Assembly,0.03426961055256459%
Shell,0.01583905815042348%
TypeScript,95.90677495838167%
JavaScript,2.3588760530696664%
Shell,1.000857589668567%
NSIS,0.41231566025996735%
HTML,0.2811548874203367%
Batchfile,0.04002085119978476%
Go,98.87277098013278%
HTML,1.1206786904428785%
Shell,0.006550329424334157%
JavaScript,97.65220333912193%
CSS,1.3720519399915603%
HTML,0.9616000764668051%
TypeScript,0.014144644419712747%
PHP,40.278654048370136%
Classic ASP,19.826498422712934%
ASP.NET,11.685443893645786%
Shell,11.079315006759801%
Perl,6.525461919783686%
Java,4.76791347453808%
ColdFusion,2.447799308998047%
HTML,1.8942466576535977%
C,0.7908968003605228%
Python,0.48745681237794797%
Makefile,0.2110560312453057%
Hack,0.005257623554153522%
JavaScript,70.39812426013484%
TypeScript,24.658878252112295%
HTML,3.1531285945931105%
SCSS,1.3519466040685768%
CSS,0.1990412818699118%
Vue,0.17243426150295366%
Shell,0.049996337797758486%
CoffeeScript,0.012013282111278866%
Less,0.004437125809273924%
Vue,87.72498691374068%
JavaScript,11.280050023117361%
SCSS,0.6572662855187557%
HTML,0.3376967776232094%
Python,100.0%
Go,92.24642081329354%
Vue,4.645714195936096%
JavaScript,2.2995108309314056%
Shell,0.2835179489243214%
SCSS,0.18586054147352707%
Makefile,0.17604794281349806%
Dockerfile,0.10380406335300356%
HTML,0.040793949485513875%
Stylus,0.018329713789099138%
Swift,99.95051061363557%
Ruby,0.04948938636442698%
C,54.2112872227407%
C++,38.749240274269106%
CMake,2.9235544964493925%
Objective-C++,1.4789200224164456%
Objective-C,1.3260102967428538%
Shell,0.6926062785147844%
PowerShell,0.2681722001695368%
NSIS,0.16423637201978364%
Lua,0.14366504298968455%
Python,0.041362314776861246%
C++,87.62774520125907%
C,10.458657719009617%
Objective-C++,1.7241275522704138%
Objective-C,0.14396072277131766%
GLSL,0.021159186307387896%
GDB,0.016704620768990444%
Shell,0.007644997613195627%
Java,99.43279819226277%
Mustache,0.3660172907063118%
Shell,0.12881323725023022%
JavaScript,0.027058254478481626%
Lex,0.017241539686104316%
Batchfile,0.016269834414777626%
Dockerfile,0.011801651201326702%
JavaScript,81.06342608015527%
Shell,18.35197145954522%
Smarty,0.5365819418338935%
Dockerfile,0.03442770349391053%
Python,0.013592814971705777%
JavaScript,88.32093866423055%
CSS,5.844764501287047%
HTML,5.834296834482398%
JavaScript,83.89368963764431%
SCSS,13.017391620071164%
HTML,1.1673081112482755%
Java,1.0384140585287924%
C++,0.8831965725074432%
CSS,75.64922834997489%
JavaScript,18.770805745578098%
HTML,5.579965904447018%
Go,89.81429140811088%
C,4.987804596380554%
JavaScript,3.249793017187568%
Assembly,0.7025052915348471%
Java,0.22423138013415092%
Sage,0.22350590389601468%
M4,0.1919624931746011%
NSIS,0.17171578387559475%
Shell,0.120229179424191%
Solidity,0.11334455798065318%
HTML,0.08347418429820685%
Makefile,0.06143599286012937%
Python,0.044298467438849756%
Ruby,0.0060555057428106785%
Dockerfile,0.005352237960943912%
JavaScript,77.61077943882121%
Vue,11.328636444095949%
HTML,9.147035746974598%
CSS,1.271870987687733%
TypeScript,0.6416773824205071%
Python,99.91679083993412%
Batchfile,0.06266175201944946%
Makefile,0.02054740804642773%
TypeScript,84.49048093941148%
HTML,5.675488613331315%
C++,2.7365046051207416%
Shell,2.4583709283930935%
CSS,1.6987528150377733%
Objective-C,1.0722130976546662%
JavaScript,0.9654633456923621%
Java,0.277996993306442%
Python,0.17973869888659394%
C,0.13480402416494547%
Svelte,0.10391357097226847%
PowerShell,0.0709045247508902%
CMake,0.046198996367808935%
Vue,0.04302110682475699%
C#,0.026909548550036636%
Batchfile,0.012796985310461868%
Makefile,0.006441206224357976%
TypeScript,84.39567646059982%
JavaScript,15.36238333352851%
CSS,0.1515346691180776%
HTML,0.09040553675359807%
Python,86.25931850292974%
Ruby,6.467051640523236%
ASP.NET,3.9060279098974484%
Classic ASP,1.4307110701905494%
PHP,1.3937977062799392%
Jupyter Notebook,0.25924213045267663%
Shell,0.11201296634943803%
HTML,0.10734575941821144%
XSLT,0.05770364933152868%
JavaScript,0.006788664627238669%
TypeScript,95.08408950853168%
JavaScript,3.603235719510975%
PLSQL,0.6643705271488559%
GLSL,0.6483042448084895%
Rust,86.33109033751668%
TypeScript,8.190293490022379%
JavaScript,3.2501086622986413%
Shell,1.3498701318763575%
PowerShell,0.277501392071128%
HTML,0.1628354575437616%
AppleScript,0.12835843742561284%
Batchfile,0.10560781722544951%
Standard ML,0.09465381490685236%
CSS,0.0766780162301801%
Svelte,0.033002442882952975%
Shell,77.21948483669878%
Python,12.891975580563297%
PHP,3.2041378095137816%
CSS,2.975930824489059%
Roff,2.37812307275763%
Dockerfile,1.3303478759774545%
Ruby,60.17745615235614%
JavaScript,25.17823494999492%
HTML,6.920941137879819%
Handlebars,4.226471864154828%
SCSS,3.3361671825692043%
Mustache,0.09246003574217894%
Shell,0.055698205796826605%
CSS,0.011874416794887474%
JavaScript,92.55271952914732%
Python,7.447280470852681%
Ruby,88.5255056778124%
HTML,7.740870539604769%
CoffeeScript,1.7724279470557336%
Shell,1.3725174459523763%
SCSS,0.23032094762686198%
Dockerfile,0.21554518638868936%
Procfile,0.14039988637741155%
Makefile,0.0024123691817424663%
JavaScript,87.75765173416566%
CSS,11.512565985280698%
HTML,0.7297822805536367%
Java,100.0%
JavaScript,91.72272594325827%
Shell,8.277274056741737%
Go,100.0%
JavaScript,99.99229068888012%
Shell,0.007709311119883775%
CSS,40.74186619601052%
Shell,34.92186719504479%
Python,15.121424289853142%
PowerShell,8.747377535049452%
HTML,0.26744979852808953%
Dockerfile,0.20001498551400315%
Ruby,82.04538626231896%
Swift,14.74165721570655%
HTML,1.0571225954186076%
Objective-C,0.7823364938787553%
Java,0.6855848272165997%
Shell,0.684299135744659%
Lua,0.003085659532657917%
Python,100.0%
Jupyter Notebook,99.7329955957611%
Python,0.08855933460680873%
CSS,0.08532684766104515%
HTML,0.06983252573560694%
Makefile,0.023285696235439808%
SCSS,43.68460653899118%
Shell,18.584874856258608%
JavaScript,18.070955010718496%
Ruby,12.405059697042832%
HTML,6.490722469086728%
Dockerfile,0.7637814279021565%
TypeScript,54.24470869148044%
Vue,31.830240771345302%
Sass,6.200549435647999%
JavaScript,4.80001096244876%
SCSS,2.8531771260513175%
HTML,0.0551548203228955%
Shell,0.013417580513333792%
Dockerfile,0.0027406121899575405%
Python,53.136703327801605%
C++,27.12613819468903%
C,15.690309535637587%
Cython,1.2862670187694143%
MATLAB,0.9020454052590863%
Shell,0.866594174924522%
Makefile,0.42843952553283227%
HTML,0.29460664514471946%
Kaitai Struct,0.20745249970905896%
Dockerfile,0.029247905865320188%
QML,0.029017203715637558%
Emacs Lisp,0.0031785629511829126%
C++,56.323614229838824%
Python,13.593616548217433%
C#,10.009757651791226%
C,5.437611774074827%
Shell,2.817964529355441%
Starlark,2.6217226411685215%
Objective-C,2.543621234301846%
Ruby,2.37004428304096%
PHP,1.7786330262440821%
Cython,0.9454636601918316%
Dockerfile,0.6997849516584262%
Objective-C++,0.2935041735382203%
Batchfile,0.16408055095929538%
Go,0.1271326479775024%
CMake,0.10000268559223612%
Java,0.04722257695180897%
XSLT,0.035975974363007666%
Swift,0.027356502138517%
JavaScript,0.02035934685666044%
Awk,0.019891651882207366%
PowerShell,0.01650086331742257%
CSS,0.0055502239546423564%
JavaScript,83.95489296669975%
HTML,13.080535599952405%
Less,1.382218346526733%
CSS,1.1892645205020485%
PHP,0.17112612630012383%
Shell,0.07941432615193358%
Ruby,0.057244678128815854%
SCSS,0.03211781056076925%
Batchfile,0.016888446523180518%
Hack,0.016755466629297208%
Makefile,0.013842573715662772%
Handlebars,0.005521831784107015%
Go,99.35384152540124%
Shell,0.47962206930997947%
Makefile,0.08087918999137039%
Mustache,0.07599004781775501%
Smarty,0.0065142263620045875%
Dockerfile,0.0031529411176440115%
Python,61.349901541386565%
Makefile,38.65009845861343%
Python,100.0%
JavaScript,85.08996333248061%
CSS,14.9100366675194%
C,74.10943775739892%
PHP,24.01412183701356%
M4,0.38118567109204954%
C++,0.32369655873514114%
Shell,0.28319445117730707%
Lua,0.2497720213449071%
JavaScript,0.18079701752652508%
Assembly,0.17429094604666998%
Lex,0.08957343353962172%
Yacc,0.07672648917863827%
Makefile,0.030163428587518387%
Roff,0.028958396586806056%
GAP,0.02154465058394676%
GDB,0.01226691372545399%
Batchfile,0.009989926373003642%
XSLT,0.007080595495427018%
DTrace,0.004142813748069677%
Awk,0.002679888379345028%
JavaScript,83.95060426910005%
HTML,15.110838892496606%
Handlebars,0.9227437949617535%
CSS,0.01581304344159294%
JavaScript,93.24701700939325%
HTML,5.350850469662351%
CSS,1.402132520944402%
Rust,95.55347364909703%
Python,3.1406032087383293%
Shell,1.2952770295926441%
Batchfile,0.010646112571994337%
Python,90.19681870665052%
Cython,5.592951574694403%
HTML,2.2618466682357856%
C,1.8252709754521412%
Shell,0.05511911260558589%
Smarty,0.04206680363081229%
Dockerfile,0.009716113023378752%
CSS,0.00712845435082584%
XSLT,0.005928811824469892%
Makefile,0.0025033862636766684%
Objective-C,96.74167469855819%
Swift,1.66225029715657%
Ruby,1.2477765944592594%
C,0.30291705186962764%
Shell,0.045381357956349594%
C,84.48414454296967%
Shell,5.115178086442322%
HTML,2.922833092876738%
C++,2.196597241163109%
CSS,1.3546433209377646%
Makefile,1.2938041549974495%
JavaScript,1.0161359452452845%
M4,0.6332646390740276%
Roff,0.4139180511824718%
Python,0.3152979322156149%
Assembly,0.1576178304036415%
QMake,0.041463862033602715%
Perl,0.030032610646951893%
SCSS,0.019455367145996383%
Dockerfile,0.005613322665351495%
Python,90.54165299437565%
Shell,9.458347005624349%
JavaScript,48.259280727840924%
Pug,32.25333299730336%
HTML,17.646110033014946%
Shell,1.3563849895410671%
SCSS,0.35635978729302653%
Dockerfile,0.12853146500667859%
JavaScript,96.66271013512325%
SCSS,3.2155337378414783%
HTML,0.10026975167610006%
CSS,0.021486375359164298%
Python,93.39950972974609%
JavaScript,2.4761882896580945%
CSS,2.3354103900142658%
Jupyter Notebook,1.4545310342740443%
HTML,0.2803035125599141%
Shell,0.04894353960930741%
Dockerfile,0.0051135041382858485%
C#,85.22025363897076%
PowerShell,13.799830627276084%
Roff,0.5941892552243525%
Shell,0.16004174617529413%
Rich Text Format,0.11239184799793037%
HTML,0.04991630864751679%
XSLT,0.03979208724243074%
Dockerfile,0.017865947901303903%
JavaScript,0.005652206599345062%
JavaScript,94.62121212121211%
CSS,5.378787878787879%
JavaScript,99.59687676250361%
TypeScript,0.2801996219559095%
GLSL,0.12292361554048022%
JavaScript,100.0%
Scala,67.19416787756246%
Python,11.790333665463233%
Java,7.347673717668127%
Jupyter Notebook,6.8686290534998955%
HiveQL,2.9836525482511234%
R,2.028249791217079%
PLpgSQL,0.5624319493560594%
Shell,0.3818118166751306%
JavaScript,0.3548058792888139%
q,0.15640752832731297%
ANTLR,0.09192025631738637%
HTML,0.06705274045410703%
Roff,0.050697480757791576%
Batchfile,0.0436687346042016%
CSS,0.0418553786480045%
Dockerfile,0.020150878226773705%
PowerShell,0.006725989008003465%
Makefile,0.0037908381544753%
Thrift,0.0032124126605389686%
C,0.0023790337808455753%
JavaScript,100.0%
Java,99.50152226013066%
Shell,0.4984777398693406%
Kotlin,96.11477829943557%
Python,1.8161123328412447%
Makefile,1.1930599335051149%
HTML,0.45187032598317306%
Shell,0.20606581519168973%
AIDL,0.16776562440998824%
Perl,0.050347668633222625%
Go,99.35384152540124%
Shell,0.47962206930997947%
Makefile,0.08087918999137039%
Mustache,0.07599004781775501%
Smarty,0.0065142263620045875%
Dockerfile,0.0031529411176440115%
TeX,99.74738984968596%
Python,0.1971379351119994%
Shell,0.04045935863221863%
Makefile,0.015012856569834707%
C++,80.05767375455434%
Python,9.104085958251225%
Cuda,5.924390729900835%
CMake,2.8251875769819303%
MATLAB,0.8794866992350125%
Makefile,0.661823731325553%
Shell,0.46993127591492795%
Dockerfile,0.07742027383616099%
JavaScript,95.21461080297952%
Stylus,4.153190991175567%
Shell,0.6148810482002351%
Ruby,0.017317157644671437%
JavaScript,99.78985317937197%
Shell,0.19227754846125714%
Batchfile,0.017869272166779873%
Go,97.72999746887689%
HTML,0.6288309961663541%
Python,0.5072936024911904%
Shell,0.4759489854580907%
JavaScript,0.3328327253745908%
Makefile,0.20415673105720683%
C,0.057308106170921656%
Dockerfile,0.05247052654789412%
Batchfile,0.011160857856872507%
TypeScript,93.46881290476563%
JavaScript,4.504250647020447%
CSS,1.9978645565274809%
EJS,0.02907189168643783%
JavaScript,55.124817261225026%
TypeScript,34.32534452881657%
CSS,6.760382794382464%
HTML,3.485936136592137%
Shell,0.22458458934727024%
Dockerfile,0.04049547333216648%
Standard ML,0.01813244833605025%
Smarty,0.01035015499160329%
Batchfile,0.0054013641543633134%
Handlebars,0.004555248822350117%
Python,100.0%
HTML,36.60899384597226%
CSS,34.29040330793117%
JavaScript,29.100602846096567%
JavaScript,99.10031071743263%
TypeScript,0.5704215554421926%
Shell,0.3292677271251681%
JavaScript,70.14403915972227%
Vue,22.672734846188163%
SCSS,6.916788054904455%
EJS,0.20432659721041202%
HTML,0.06211134197469702%
Java,86.24310260701556%
C++,7.099807026248901%
HTML,3.995230102384369%
C,1.1496503545259051%
Python,0.593089588965268%
Shell,0.23915437093817898%
Yacc,0.12871780058422266%
Xtend,0.11819347930585634%
GAP,0.1043309350554174%
Assembly,0.07903281110309066%
CSS,0.067237416833526%
TeX,0.05509240104352748%
Hack,0.03209077063504182%
Lex,0.02252153788334178%
Batchfile,0.021971113332221407%
Objective-C,0.017587083713020098%
Makefile,0.016168211536798698%
XSLT,0.015346651929015333%
JavaScript,0.001130408939245351%
Go,99.3476091523316%
HTML,0.5419936166539251%
Shell,0.08282657756809539%
Makefile,0.01567130112748968%
Dockerfile,0.00838789721251941%
HCL,0.0035114551063590575%
TypeScript,57.183752011640856%
JavaScript,41.210216264721275%
CSS,1.4232820464026694%
Shell,0.18274967723519753%
TypeScript,91.89421015010721%
EJS,3.1543268233069703%
Less,2.9094514514976137%
JavaScript,1.8644654015541056%
Shell,0.09130946067467545%
Dockerfile,0.08623671285941571%
C,95.95867474171713%
Lua,2.3541147132169575%
Makefile,1.2701579384871156%
C++,0.4170526065787912%
Ruby,93.49276882350527%
Shell,4.2273016806310935%
Roff,1.7133571172230588%
HTML,0.49042685195852914%
Swift,0.039132179364429844%
Dockerfile,0.028984960265277773%
PostScript,0.008028387052347069%
Lua,91.53256204429663%
Perl,7.505085881753754%
Shell,0.7983695185096102%
CSS,0.0838081790553382%
Makefile,0.07818443682691736%
Dockerfile,0.001989939557748911%
JavaScript,99.59687676250361%
TypeScript,0.2801996219559095%
GLSL,0.12292361554048022%
JavaScript,95.96139765936282%
TypeScript,2.575310174870242%
HTML,1.4632921657669469%
Go,79.40417475181607%
JavaScript,15.271425502313244%
TypeScript,3.5887149121748854%
Makefile,1.199393857928846%
HTML,0.5362909757669547%
JavaScript,55.93080724876442%
Makefile,34.76112026359143%
CSS,9.308072487644152%
Python,97.76290662772882%
HTML,1.149779480640959%
CSS,0.4247820129696136%
C,0.3700534772674257%
JavaScript,0.10003031679853897%
PowerShell,0.07878899285887765%
Shell,0.060304549983187475%
VBScript,0.02885387294211057%
Batchfile,0.024500668810452954%
Python,70.68612538920138%
HTML,14.732296386226254%
TeX,14.092032710226446%
Shell,0.4895455143459225%
Python,98.15236363928862%
Makefile,1.5001488083268313%
Shell,0.3474875523845529%
PHP,42.11807158142072%
JavaScript,36.23197527238143%
HTML,13.635155736443865%
Python,5.296577574511532%
CSS,1.9168100253150393%
Dockerfile,0.8014098099274116%
TypeScript,77.98600211655359%
Pug,11.792271000659506%
SCSS,4.806826140970649%
JavaScript,2.675650942479844%
C++,2.373607496894188%
C,0.13006068476132537%
Batchfile,0.11963129022857756%
CSS,0.06584833410872132%
Lua,0.02474424977377416%
Shell,0.015848589731136342%
NSIS,0.009509153838681807%
Shell,100.0%
Go,97.1777006783298%
Shell,1.3416953584857971%
Yacc,1.1211968762636677%
TypeScript,0.20774345384009285%
Makefile,0.06875426986242297%
Jsonnet,0.04670240715823339%
Java,0.012402494036126109%
Ragel,0.012348774516749277%
Dockerfile,0.007023827158520795%
JavaScript,0.003021722964946805%
HTML,0.0014101373836418424%
TypeScript,92.5175332133228%
JavaScript,5.435228250805727%
CSS,1.9961933309982867%
Shell,0.05104520487318796%
Python,76.32387660554869%
Jupyter Notebook,23.67612339445131%
JavaScript,76.63680851323481%
Vue,15.822461955261586%
CSS,7.302149054830798%
EJS,0.18091844330815324%
HTML,0.045580464469204204%
NSIS,0.012081568895451717%
TypeScript,54.370148009366595%
JavaScript,43.70308699261874%
HTML,0.8026110943564079%
SCSS,0.6384978056513937%
CSS,0.4411054067492085%
Vue,0.03665592683719202%
Less,0.0069632287956292345%
Shell,100.0%
TypeScript,74.84792364702402%
JavaScript,19.664474772110875%
CSS,3.319839734256285%
SCSS,1.2422782044803966%
PLpgSQL,0.7148883468940743%
Makefile,0.09300109230243311%
Shell,0.08444529874490729%
Dockerfile,0.03314890418700586%
Go,97.20751450972406%
Makefile,1.7292875810338388%
Shell,0.9278586701965177%
Dockerfile,0.1353392390455826%
Makefile,100.0%
JavaScript,78.25028540423618%
TypeScript,9.705746866926065%
HTML,3.0925620105567706%
SCSS,3.0905591738116347%
Less,2.986047510929116%
Svelte,1.8872184421207492%
Python,0.6707682335526136%
Vue,0.30625194593797395%
Shell,0.010560411928895654%
Java,88.33655334688694%
Kotlin,9.543963007825699%
Groovy,2.0533994624205145%
Shell,0.06608418286683364%
Python,99.02614481297715%
Dockerfile,0.9738551870228466%
Python,99.09403018510126%
Shell,0.5006538195041391%
Dockerfile,0.40531599539461005%
Python,57.93596587364216%
TypeScript,32.18785231947671%
JavaScript,7.998121225043095%
Less,0.75865688046255%
HTML,0.7336348709443676%
Lua,0.21653117405339403%
Shell,0.08228216084296258%
PEG.js,0.03716323863667655%
Dockerfile,0.02042105644113762%
Makefile,0.01808281558187344%
EJS,0.009249111555016716%
Ruby,0.0020392733200581257%
Java,100.0%
JavaScript,100.0%
Swift,65.93872686483455%
Objective-C,24.498738081884465%
Shell,4.545826322677136%
Python,3.4305477659375585%
Rich Text Format,0.8284258739951392%
Ruby,0.40194428865208454%
C,0.355790802019069%
HTML,65.1024007860981%
Python,26.166421748714182%
XSLT,5.214428618220126%
CSS,1.4045528181794038%
JavaScript,1.225179926170516%
Emacs Lisp,0.6859546931296088%
Vim script,0.17782371218894683%
SCSS,0.013942618379469385%
C,0.009295078919646255%
Rust,94.21619473515968%
Python,3.1663294690192543%
Shell,2.5320315426675095%
Ruby,0.0538801408121292%
Dockerfile,0.03156411234143389%
TypeScript,83.77337223917452%
JavaScript,9.76489650032813%
Shell,5.1662705636774175%
Dockerfile,0.7474667329104115%
CSS,0.33331973853495034%
HTML,0.2146742253745676%
C,57.412765570265236%
Objective-C,18.141618174373736%
Java,17.017630929190915%
Shell,5.7945084804645335%
Makefile,0.8637211476026816%
C++,0.7623112522798615%
Ruby,0.007444445823045523%
Jupyter Notebook,99.3519642845374%
Python,0.5208775584334856%
HTML,0.05469147503557668%
Vue,0.037279222330397446%
JavaScript,0.018329189764804688%
Dockerfile,0.013095007382776042%
CSS,0.003763262515546142%
TypeScript,92.5175332133228%
JavaScript,5.435228250805727%
CSS,1.9961933309982867%
Shell,0.05104520487318796%
Java,79.0911784018317%
JavaScript,11.109632304411148%
HTML,3.0966262454625597%
TypeScript,2.8687023414780763%
CSS,1.8638155708188635%
Groovy,0.5829929998482112%
AspectJ,0.26720089290164634%
Shell,0.1807772224311068%
FreeMarker,0.15555809268293508%
RAML,0.14326828109473744%
ANTLR,0.12015199942670117%
SCSS,0.11627358015904529%
Mustache,0.05951549101220535%
Scala,0.05762706572378319%
Python,0.055591930104188794%
HCL,0.052450824295757495%
Dockerfile,0.04127450650312352%
Gherkin,0.041105225351770934%
Kotlin,0.020471733903572566%
Batchfile,0.01794380204337397%
C++,0.014757554594581989%
Clojure,0.007117331963535336%
PLpgSQL,0.007102284750081772%
Solidity,0.005800700786348566%
Starlark,0.004683445187421508%
XSLT,0.004333597474626166%
Smarty,0.0042959794409922585%
Rich Text Format,0.003047060724346523%
Thrift,0.0022909382483049783%
CLIPS,0.0014407706881786645%
Pug,0.0011172555989270585%
JavaScript,99.91014905798382%
Shell,0.08985094201619209%
Swift,95.97786265492245%
Shell,4.022137345077558%
Go,97.96944989545507%
Shell,1.2648762717875601%
Makefile,0.5666576329696165%
Python,0.10111903363697664%
Smarty,0.06630756304064041%
Dockerfile,0.019713748550159633%
Java,0.009181047190242519%
Ruby,0.002694807369728591%
Jupyter Notebook,100.0%
Swift,63.28578975171685%
Ruby,34.92315045405378%
Shell,1.7910597942293665%
JavaScript,86.88604514760297%
CSS,5.43083843367951%
HTML,3.6224486458553646%
WebAssembly,3.1097902662064545%
Shell,0.7468781956657778%
Python,0.1230188234934991%
Makefile,0.08098048749642958%
JavaScript,92.80696768878806%
TypeScript,6.433904820898596%
Makefile,0.3712354274395984%
CSS,0.22188447745260975%
Shell,0.1415015770587575%
Batchfile,0.02450600836237601%
Swift,88.58676707724543%
Rich Text Format,7.848103179049053%
Objective-C,1.7507299825144274%
Ruby,0.9964225897351847%
